 ******* Program HYDRUS
 ******* Example 2 - Grass Field Problem (Hupselse Beek 1982)                    
 Date: ***.**.    Time: ***: 0:**
 Units: L = cm   , T = days , M = -    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  92   -91.0000   -1328.872 0.1185   0.6731E-05  0.1733E-04 -0.6016E-05  0.5875E-06      -1  -0.241E-06   20.00
  93   -92.0000   -1328.775 0.1185   0.6733E-05  0.1733E-04 -0.6341E-05  0.0000E+00      -1  -0.254E-06   20.00
  94   -93.0000   -1328.756 0.1185   0.6733E-05  0.1733E-04 -0.6540E-05  0.5913E-06      -1  -0.262E-06   20.00
  95   -94.0000   -1328.718 0.1185   0.6733E-05  0.1733E-04 -0.6503E-05  0.5686E-06      -1  -0.261E-06   20.00
  96   -95.0000   -1328.687 0.1185   0.6734E-05  0.1733E-04 -0.6635E-05  0.0000E+00      -1  -0.266E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6744E-05  0.0000E+00      -1  -0.270E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.0833


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.9058E-02  0.9450E-03      -1  -0.363E-03   20.00
   2    -1.0000   -3809.371 0.1004   0.1854E-06  0.3338E-05 -0.4670E-02  0.6123E-02      -1  -0.187E-03   20.00
   3    -2.0000  -11781.117 0.0899   0.3749E-08  0.5651E-06 -0.3784E-03 -0.9665E-03      -1  -0.152E-04   20.00
   4    -3.0000  -12656.643 0.0894   0.2938E-08  0.5053E-06 -0.1526E-05 -0.1673E-02      -1  -0.612E-07   20.00
   5    -4.0000  -12697.483 0.0894   0.2906E-08  0.5028E-06 -0.7300E-07 -0.1548E-02      -1  -0.292E-08   20.00
   6    -5.0000  -12704.664 0.0894   0.2900E-08  0.5023E-06 -0.1951E-06 -0.1566E-02      -1  -0.782E-08   20.00
   7    -6.0000  -12832.196 0.0893   0.2803E-08  0.4946E-06 -0.3350E-07 -0.1026E-02      -1  -0.134E-08   20.00
   8    -7.0000  -12725.854 0.0894   0.2884E-08  0.5010E-06  0.1208E-06 -0.1454E-02      -1   0.484E-08   20.00
   9    -8.0000  -12744.992 0.0894   0.2869E-08  0.4998E-06 -0.2866E-07 -0.1387E-02      -1  -0.115E-08   20.00
  10    -9.0000  -12743.778 0.0894   0.2870E-08  0.4999E-06 -0.1934E-06 -0.1395E-02      -1  -0.775E-08   20.00
  11   -10.0000  -12880.184 0.0893   0.2768E-08  0.4917E-06 -0.1648E-06 -0.7217E-03      -1  -0.660E-08   20.00
  12   -11.0000  -12858.354 0.0893   0.2784E-08  0.4930E-06  0.4458E-07 -0.8596E-03      -1   0.179E-08   20.00
  13   -12.0000  -12846.117 0.0893   0.2793E-08  0.4937E-06  0.1039E-08 -0.9164E-03      -1   0.416E-10   20.00
  14   -13.0000  -12855.605 0.0893   0.2786E-08  0.4931E-06 -0.6851E-09 -0.8692E-03      -1  -0.274E-10   20.00
  15   -14.0000  -12844.610 0.0893   0.2794E-08  0.4938E-06  0.4511E-07 -0.9245E-03      -1   0.181E-08   20.00
  16   -15.0000  -12821.374 0.0893   0.2811E-08  0.4952E-06 -0.1362E-07 -0.1039E-02      -1  -0.546E-09   20.00
  17   -16.0000  -12852.361 0.0893   0.2788E-08  0.4933E-06 -0.3435E-07 -0.8712E-03      -1  -0.138E-08   20.00
  18   -17.0000  -12843.886 0.0893   0.2795E-08  0.4938E-06  0.1517E-07 -0.9031E-03      -1   0.608E-09   20.00
  19   -18.0000  -12839.501 0.0893   0.2798E-08  0.4941E-06 -0.6755E-07 -0.9314E-03      -1  -0.271E-08   20.00
  20   -19.0000  -12890.517 0.0893   0.2760E-08  0.4911E-06 -0.8189E-07 -0.6210E-03      -1  -0.328E-08   20.00
  21   -20.0000  -12896.482 0.0893   0.2756E-08  0.4907E-06  0.3320E-07 -0.5667E-03      -1   0.133E-08   20.00
  22   -21.0000  -12864.552 0.0893   0.2779E-08  0.4926E-06  0.4159E-07 -0.7651E-03      -1   0.167E-08   20.00
  23   -22.0000  -12864.424 0.0893   0.2780E-08  0.4926E-06 -0.4424E-08 -0.6762E-03      -1  -0.177E-09   20.00
  24   -23.0000  -12865.735 0.0893   0.2779E-08  0.4925E-06  0.1654E-06 -0.6382E-03      -1   0.663E-08   20.00
  25   -24.0000  -12745.308 0.0894   0.2869E-08  0.4998E-06 -0.4802E-08 -0.4765E-03      -1  -0.192E-09   20.00
  26   -25.0000  -12867.159 0.0893   0.2778E-08  0.4925E-06 -0.6154E-07 -0.5329E-03      -1  -0.247E-08   20.00
  27   -26.0000  -12786.464 0.0894   0.2838E-08  0.4973E-06  0.7471E-06 -0.6133E-03      -1   0.299E-07   20.00
  28   -27.0000  -12363.314 0.0896   0.3182E-08  0.5241E-06  0.6651E-07 -0.3681E-03      -1   0.266E-08   20.00
  29   -28.0000  -12737.963 0.0894   0.2874E-08  0.5003E-06 -0.6872E-06 -0.4924E-03      -1  -0.275E-07   20.00
  30   -29.0000  -12820.256 0.0893   0.2812E-08  0.4953E-06  0.3230E-06 -0.7430E-03      -1   0.129E-07   20.00
  31   -30.0000  -12518.038 0.0895   0.3050E-08  0.5140E-06  0.1774E-05 -0.4956E-03      -1   0.711E-07   20.00
  32   -31.0000  -11738.294 0.0899   0.3795E-08  0.5683E-06  0.4496E-05 -0.1952E-03      -1   0.180E-06   20.00
  33   -32.0000  -10406.771 0.0907   0.5715E-08  0.6857E-06  0.7142E-06  0.3166E-04      -1   0.286E-07   20.00
  34   -33.0000  -11393.890 0.0901   0.4200E-08  0.5953E-06 -0.2712E-05 -0.1827E-03      -1  -0.109E-06   20.00
  35   -34.0000  -11520.504 0.0900   0.4045E-08  0.5851E-06  0.1098E-04 -0.2517E-03      -1   0.440E-06   20.00
  36   -35.0000   -8655.535 0.0922   0.1165E-07  0.9364E-06  0.1934E-04  0.2968E-03      -1   0.775E-06   20.00
  37   -36.0000   -7569.255 0.0933   0.1819E-07  0.1148E-05  0.1301E-04  0.4243E-03      -1   0.521E-06   20.00
  38   -37.0000   -7093.660 0.0939   0.2322E-07  0.1281E-05  0.3828E-04  0.6248E-03      -1   0.153E-05   20.00
  39   -38.0000   -5427.182 0.0964   0.5691E-07  0.1939E-05  0.6058E-04  0.9098E-03      -1   0.243E-05   20.00
  40   -39.0000   -4699.363 0.0980   0.9287E-07  0.2421E-05  0.4327E-04  0.7965E-03      -1   0.173E-05   20.00
  41   -40.0000   -4393.719 0.0988   0.1179E-06  0.2701E-05  0.4544E-04  0.9135E-03      -1   0.182E-05   20.00
  42   -41.0000   -3959.429 0.0999   0.1534E-06  0.3100E-05  0.1215E-04  0.7105E-03      -1   0.487E-06   20.00
  43   -42.0000   -4198.468 0.0993   0.1339E-06  0.2880E-05  0.3645E-04  0.8828E-03      -1   0.146E-05   20.00
  44   -43.0000   -3608.812 0.1012   0.2310E-06  0.3671E-05  0.1131E-03  0.8322E-03      -1   0.453E-05   20.00
  45   -44.0000   -3182.656 0.1028   0.3280E-06  0.4379E-05  0.8418E-04  0.8035E-03      -1   0.337E-05   20.00
  46   -45.0000   -3044.193 0.1034   0.3926E-06  0.4720E-05 -0.1653E-04  0.6503E-03      -1  -0.662E-06   20.00
  47   -46.0000   -3279.672 0.1024   0.3059E-06  0.4218E-05  0.4047E-04  0.1065E-02      -1   0.162E-05   20.00
  48   -47.0000   -2873.240 0.1043   0.5008E-06  0.5235E-05  0.1339E-03  0.7963E-03      -1   0.536E-05   20.00
  49   -48.0000   -2686.156 0.1053   0.6192E-06  0.5799E-05  0.8937E-04  0.7404E-03      -1   0.358E-05   20.00
  50   -49.0000   -2571.431 0.1060   0.6918E-06  0.6144E-05  0.1721E-03  0.1010E-02      -1   0.689E-05   20.00
  51   -50.0000   -2271.638 0.1080   0.1113E-05  0.7550E-05  0.2445E-03  0.7222E-03      -1   0.980E-05   20.00
  52   -51.0000   -2097.426 0.1094   0.1420E-05  0.8502E-05  0.1054E-03  0.4221E-03      -1   0.422E-05   20.00
  53   -52.0000   -2102.531 0.1093   0.1411E-05  0.8474E-05  0.7529E-04  0.8380E-03      -1   0.302E-05   20.00
  54   -53.0000   -1995.716 0.1102   0.1599E-05  0.9057E-05  0.1291E-03  0.6121E-03      -1   0.517E-05   20.00
  55   -54.0000   -1936.233 0.1107   0.1787E-05  0.9501E-05  0.4707E-04  0.4746E-03      -1   0.189E-05   20.00
  56   -55.0000   -1937.967 0.1107   0.1779E-05  0.9484E-05  0.1622E-03  0.9995E-03      -1   0.650E-05   20.00
  57   -56.0000   -1784.187 0.1124   0.2531E-05  0.1100E-04  0.2720E-03  0.3723E-03      -1   0.109E-04   20.00
  58   -57.0000   -1704.401 0.1133   0.2921E-05  0.1179E-04  0.1929E-03  0.3395E-03      -1   0.773E-05   20.00
  59   -58.0000   -1647.507 0.1139   0.3200E-05  0.1236E-04  0.1747E-03  0.3534E-03      -1   0.700E-05   20.00
  60   -59.0000   -1593.025 0.1145   0.3466E-05  0.1290E-04  0.1526E-03  0.2790E-03      -1   0.611E-05   20.00
  61   -60.0000   -1556.316 0.1149   0.3646E-05  0.1326E-04  0.9622E-04  0.2791E-03      -1   0.386E-05   20.00
  62   -61.0000   -1537.942 0.1152   0.3890E-05  0.1358E-04  0.1043E-03  0.3854E-03      -1   0.418E-05   20.00
  63   -62.0000   -1502.302 0.1158   0.4374E-05  0.1422E-04  0.8815E-04  0.1584E-03      -1   0.353E-05   20.00
  64   -63.0000   -1493.821 0.1159   0.4490E-05  0.1437E-04  0.3780E-04  0.2562E-03      -1   0.151E-05   20.00
  65   -64.0000   -1483.514 0.1161   0.4630E-05  0.1456E-04  0.4004E-04  0.2796E-03      -1   0.160E-05   20.00
  66   -65.0000   -1474.488 0.1162   0.4752E-05  0.1472E-04  0.7827E-04  0.3848E-03      -1   0.314E-05   20.00
  67   -66.0000   -1449.341 0.1166   0.5094E-05  0.1517E-04  0.7610E-04  0.2089E-03      -1   0.305E-05   20.00
  68   -67.0000   -1441.866 0.1167   0.5196E-05  0.1530E-04  0.8301E-04  0.3702E-03      -1   0.333E-05   20.00
  69   -68.0000   -1416.154 0.1171   0.5545E-05  0.1576E-04  0.1120E-03  0.1761E-03      -1   0.449E-05   20.00
  70   -69.0000   -1399.026 0.1174   0.5778E-05  0.1607E-04  0.6794E-04  0.1071E-03      -1   0.272E-05   20.00
  71   -70.0000   -1390.391 0.1175   0.5895E-05  0.1622E-04  0.5285E-04  0.1501E-03      -1   0.212E-05   20.00
  72   -71.0000   -1379.153 0.1177   0.6048E-05  0.1643E-04  0.5665E-04  0.1021E-03      -1   0.227E-05   20.00
  73   -72.0000   -1369.620 0.1179   0.6178E-05  0.1660E-04  0.4239E-04  0.5297E-04      -1   0.170E-05   20.00
  74   -73.0000   -1363.374 0.1180   0.6262E-05  0.1671E-04  0.3346E-04  0.6370E-04      -1   0.134E-05   20.00
  75   -74.0000   -1356.937 0.1181   0.6350E-05  0.1682E-04  0.3186E-04  0.5255E-04      -1   0.128E-05   20.00
  76   -75.0000   -1351.330 0.1182   0.6426E-05  0.1692E-04  0.2705E-04  0.4186E-04      -1   0.108E-05   20.00
  77   -76.0000   -1346.510 0.1182   0.6492E-05  0.1701E-04  0.2415E-04  0.3592E-04      -1   0.968E-06   20.00
  78   -77.0000   -1341.887 0.1183   0.6554E-05  0.1709E-04  0.1564E-04  0.4646E-05      -1   0.627E-06   20.00
  79   -78.0000   -1339.722 0.1183   0.6584E-05  0.1713E-04  0.8701E-05  0.2025E-04      -1   0.349E-06   20.00
  80   -79.0000   -1337.245 0.1184   0.6618E-05  0.1718E-04  0.7878E-05  0.1036E-04      -1   0.316E-06   20.00
  81   -80.0000   -1335.339 0.1184   0.6643E-05  0.1721E-04  0.4560E-05  0.6433E-05      -1   0.183E-06   20.00
  82   -81.0000   -1333.871 0.1184   0.6663E-05  0.1724E-04  0.2466E-05  0.6638E-05      -1   0.988E-07   20.00
  83   -82.0000   -1332.599 0.1185   0.6681E-05  0.1726E-04  0.5265E-06  0.6941E-05      -1   0.211E-07   20.00
  84   -83.0000   -1331.713 0.1185   0.6693E-05  0.1728E-04 -0.1278E-05  0.2749E-05      -1  -0.512E-07   20.00
  85   -84.0000   -1330.980 0.1185   0.6703E-05  0.1729E-04 -0.2057E-05  0.2647E-05      -1  -0.824E-07   20.00
  86   -85.0000   -1330.327 0.1185   0.6712E-05  0.1730E-04 -0.3273E-05  0.8533E-06      -1  -0.131E-06   20.00
  87   -86.0000   -1329.956 0.1185   0.6717E-05  0.1731E-04 -0.4372E-05  0.1405E-05      -1  -0.175E-06   20.00
  88   -87.0000   -1329.629 0.1185   0.6721E-05  0.1731E-04 -0.4540E-05  0.1380E-05      -1  -0.182E-06   20.00
  89   -88.0000   -1329.307 0.1185   0.6725E-05  0.1732E-04 -0.5140E-05  0.0000E+00      -1  -0.206E-06   20.00
  90   -89.0000   -1329.157 0.1185   0.6727E-05  0.1732E-04 -0.5661E-05  0.1327E-05      -1  -0.227E-06   20.00
  91   -90.0000   -1328.990 0.1185   0.6730E-05  0.1732E-04 -0.5778E-05  0.5918E-06      -1  -0.232E-06   20.00
  92   -91.0000   -1328.875 0.1185   0.6731E-05  0.1733E-04 -0.6014E-05  0.5814E-06      -1  -0.241E-06   20.00
  93   -92.0000   -1328.777 0.1185   0.6733E-05  0.1733E-04 -0.6338E-05  0.0000E+00      -1  -0.254E-06   20.00
  94   -93.0000   -1328.757 0.1185   0.6733E-05  0.1733E-04 -0.6540E-05  0.5852E-06      -1  -0.262E-06   20.00
  95   -94.0000   -1328.719 0.1185   0.6733E-05  0.1733E-04 -0.6498E-05  0.5627E-06      -1  -0.260E-06   20.00
  96   -95.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6629E-05  0.0000E+00      -1  -0.266E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6743E-05  0.0000E+00      -1  -0.270E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.1250


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.8995E-02  0.9385E-03      -1  -0.360E-03   20.00
   2    -1.0000   -3790.543 0.1005   0.1896E-06  0.3369E-05 -0.4643E-02  0.6082E-02      -1  -0.186E-03   20.00
   3    -2.0000  -11656.646 0.0900   0.3886E-08  0.5745E-06 -0.3821E-03 -0.9168E-03      -1  -0.153E-04   20.00
   4    -3.0000  -12521.490 0.0895   0.3047E-08  0.5138E-06 -0.1578E-05 -0.1615E-02      -1  -0.632E-07   20.00
   5    -4.0000  -12571.684 0.0895   0.3006E-08  0.5106E-06 -0.8757E-07 -0.1503E-02      -1  -0.351E-08   20.00
   6    -5.0000  -12577.410 0.0895   0.3001E-08  0.5103E-06 -0.2597E-06 -0.1519E-02      -1  -0.104E-07   20.00
   7    -6.0000  -12746.495 0.0894   0.2868E-08  0.4997E-06 -0.4731E-07 -0.1016E-02      -1  -0.190E-08   20.00
   8    -7.0000  -12607.085 0.0894   0.2977E-08  0.5084E-06  0.1649E-06 -0.1417E-02      -1   0.661E-08   20.00
   9    -8.0000  -12631.266 0.0894   0.2958E-08  0.5069E-06 -0.3616E-07 -0.1355E-02      -1  -0.145E-08   20.00
  10    -9.0000  -12629.455 0.0894   0.2959E-08  0.5070E-06 -0.2740E-06 -0.1363E-02      -1  -0.110E-07   20.00
  11   -10.0000  -12819.188 0.0893   0.2813E-08  0.4953E-06 -0.2299E-06 -0.7229E-03      -1  -0.921E-08   20.00
  12   -11.0000  -12786.114 0.0894   0.2838E-08  0.4973E-06  0.6779E-07 -0.8567E-03      -1   0.272E-08   20.00
  13   -12.0000  -12769.307 0.0894   0.2851E-08  0.4984E-06  0.2179E-08 -0.9114E-03      -1   0.873E-10   20.00
  14   -13.0000  -12782.575 0.0894   0.2841E-08  0.4975E-06  0.2352E-09 -0.8660E-03      -1   0.942E-11   20.00
  15   -14.0000  -12767.146 0.0894   0.2852E-08  0.4985E-06  0.6543E-07 -0.9192E-03      -1   0.262E-08   20.00
  16   -15.0000  -12734.804 0.0894   0.2877E-08  0.5005E-06 -0.2005E-07 -0.1028E-02      -1  -0.803E-09   20.00
  17   -16.0000  -12779.216 0.0894   0.2843E-08  0.4978E-06 -0.5068E-07 -0.8679E-03      -1  -0.203E-08   20.00
  18   -17.0000  -12768.196 0.0894   0.2851E-08  0.4984E-06  0.2236E-07 -0.8987E-03      -1   0.896E-09   20.00
  19   -18.0000  -12761.521 0.0894   0.2856E-08  0.4988E-06 -0.1012E-06 -0.9258E-03      -1  -0.406E-08   20.00
  20   -19.0000  -12837.854 0.0893   0.2799E-08  0.4942E-06 -0.1254E-06 -0.6242E-03      -1  -0.503E-08   20.00
  21   -20.0000  -12848.376 0.0893   0.2791E-08  0.4936E-06  0.5032E-07 -0.5708E-03      -1   0.202E-08   20.00
  22   -21.0000  -12800.091 0.0893   0.2827E-08  0.4965E-06  0.5474E-07 -0.7651E-03      -1   0.219E-08   20.00
  23   -22.0000  -12807.361 0.0893   0.2822E-08  0.4960E-06 -0.1932E-07 -0.6784E-03      -1  -0.774E-09   20.00
  24   -23.0000  -12811.782 0.0893   0.2819E-08  0.4958E-06  0.1428E-06 -0.6412E-03      -1   0.572E-08   20.00
  25   -24.0000  -12705.564 0.0894   0.2900E-08  0.5023E-06 -0.1724E-07 -0.4820E-03      -1  -0.691E-09   20.00
  26   -25.0000  -12822.002 0.0893   0.2811E-08  0.4952E-06 -0.4537E-07 -0.5374E-03      -1  -0.182E-08   20.00
  27   -26.0000  -12735.001 0.0894   0.2877E-08  0.5004E-06  0.7307E-06 -0.6170E-03      -1   0.293E-07   20.00
  28   -27.0000  -12334.028 0.0896   0.3207E-08  0.5261E-06  0.5235E-07 -0.3754E-03      -1   0.210E-08   20.00
  29   -28.0000  -12696.817 0.0894   0.2906E-08  0.5028E-06 -0.6455E-06 -0.4978E-03      -1  -0.259E-07   20.00
  30   -29.0000  -12757.871 0.0894   0.2859E-08  0.4991E-06  0.3254E-06 -0.7438E-03      -1   0.130E-07   20.00
  31   -30.0000  -12477.616 0.0895   0.3084E-08  0.5166E-06  0.1713E-05 -0.5018E-03      -1   0.686E-07   20.00
  32   -31.0000  -11723.481 0.0899   0.3812E-08  0.5694E-06  0.4425E-05 -0.2036E-03      -1   0.177E-06   20.00
  33   -32.0000  -10409.087 0.0907   0.5711E-08  0.6855E-06  0.7134E-06  0.1971E-04      -1   0.286E-07   20.00
  34   -33.0000  -11380.468 0.0901   0.4216E-08  0.5964E-06 -0.2664E-05 -0.1942E-03      -1  -0.107E-06   20.00
  35   -34.0000  -11500.641 0.0901   0.4069E-08  0.5867E-06  0.1083E-04 -0.2637E-03      -1   0.434E-06   20.00
  36   -35.0000   -8669.760 0.0922   0.1160E-07  0.9342E-06  0.1913E-04  0.2846E-03      -1   0.766E-06   20.00
  37   -36.0000   -7583.447 0.0933   0.1804E-07  0.1144E-05  0.1287E-04  0.4132E-03      -1   0.516E-06   20.00
  38   -37.0000   -7112.328 0.0939   0.2302E-07  0.1275E-05  0.3780E-04  0.6099E-03      -1   0.151E-05   20.00
  39   -38.0000   -5448.324 0.0964   0.5629E-07  0.1928E-05  0.6018E-04  0.8946E-03      -1   0.241E-05   20.00
  40   -39.0000   -4712.474 0.0979   0.9180E-07  0.2409E-05  0.4303E-04  0.7859E-03      -1   0.172E-05   20.00
  41   -40.0000   -4407.894 0.0987   0.1167E-06  0.2688E-05  0.4506E-04  0.9019E-03      -1   0.181E-05   20.00
  42   -41.0000   -3972.287 0.0999   0.1524E-06  0.3088E-05  0.1219E-04  0.7022E-03      -1   0.488E-06   20.00
  43   -42.0000   -4210.314 0.0992   0.1329E-06  0.2869E-05  0.3644E-04  0.8723E-03      -1   0.146E-05   20.00
  44   -43.0000   -3617.954 0.1012   0.2289E-06  0.3656E-05  0.1124E-03  0.8234E-03      -1   0.450E-05   20.00
  45   -44.0000   -3192.366 0.1027   0.3258E-06  0.4363E-05  0.8408E-04  0.7955E-03      -1   0.337E-05   20.00
  46   -45.0000   -3050.271 0.1034   0.3887E-06  0.4701E-05 -0.1626E-04  0.6442E-03      -1  -0.652E-06   20.00
  47   -46.0000   -3288.779 0.1024   0.3038E-06  0.4203E-05  0.4015E-04  0.1054E-02      -1   0.161E-05   20.00
  48   -47.0000   -2879.876 0.1043   0.4966E-06  0.5215E-05  0.1335E-03  0.7889E-03      -1   0.535E-05   20.00
  49   -48.0000   -2692.127 0.1053   0.6154E-06  0.5781E-05  0.8886E-04  0.7337E-03      -1   0.356E-05   20.00
  50   -49.0000   -2577.745 0.1059   0.6878E-06  0.6125E-05  0.1719E-03  0.1002E-02      -1   0.689E-05   20.00
  51   -50.0000   -2275.810 0.1080   0.1106E-05  0.7528E-05  0.2444E-03  0.7162E-03      -1   0.979E-05   20.00
  52   -51.0000   -2100.939 0.1094   0.1414E-05  0.8483E-05  0.1051E-03  0.4187E-03      -1   0.421E-05   20.00
  53   -52.0000   -2106.148 0.1093   0.1404E-05  0.8454E-05  0.7489E-04  0.8313E-03      -1   0.300E-05   20.00
  54   -53.0000   -1999.340 0.1101   0.1592E-05  0.9037E-05  0.1297E-03  0.6072E-03      -1   0.520E-05   20.00
  55   -54.0000   -1938.417 0.1107   0.1777E-05  0.9479E-05  0.4777E-04  0.4709E-03      -1   0.191E-05   20.00
  56   -55.0000   -1940.465 0.1107   0.1767E-05  0.9459E-05  0.1618E-03  0.9917E-03      -1   0.648E-05   20.00
  57   -56.0000   -1786.017 0.1124   0.2522E-05  0.1099E-04  0.2721E-03  0.3694E-03      -1   0.109E-04   20.00
  58   -57.0000   -1705.843 0.1133   0.2914E-05  0.1178E-04  0.1932E-03  0.3369E-03      -1   0.774E-05   20.00
  59   -58.0000   -1648.809 0.1139   0.3193E-05  0.1234E-04  0.1746E-03  0.3508E-03      -1   0.700E-05   20.00
  60   -59.0000   -1594.268 0.1145   0.3460E-05  0.1288E-04  0.1524E-03  0.2769E-03      -1   0.611E-05   20.00
  61   -60.0000   -1557.593 0.1149   0.3640E-05  0.1325E-04  0.9686E-04  0.2771E-03      -1   0.388E-05   20.00
  62   -61.0000   -1538.750 0.1152   0.3879E-05  0.1357E-04  0.1051E-03  0.3826E-03      -1   0.421E-05   20.00
  63   -62.0000   -1503.006 0.1158   0.4365E-05  0.1421E-04  0.8827E-04  0.1572E-03      -1   0.354E-05   20.00
  64   -63.0000   -1494.471 0.1159   0.4481E-05  0.1436E-04  0.3762E-04  0.2543E-03      -1   0.151E-05   20.00
  65   -64.0000   -1484.259 0.1161   0.4620E-05  0.1454E-04  0.3963E-04  0.2775E-03      -1   0.159E-05   20.00
  66   -65.0000   -1475.282 0.1162   0.4742E-05  0.1470E-04  0.7803E-04  0.3821E-03      -1   0.313E-05   20.00
  67   -66.0000   -1450.114 0.1166   0.5084E-05  0.1516E-04  0.7615E-04  0.2074E-03      -1   0.305E-05   20.00
  68   -67.0000   -1442.574 0.1167   0.5186E-05  0.1529E-04  0.8341E-04  0.3675E-03      -1   0.334E-05   20.00
  69   -68.0000   -1416.723 0.1171   0.5537E-05  0.1575E-04  0.1127E-03  0.1748E-03      -1   0.451E-05   20.00
  70   -69.0000   -1399.431 0.1174   0.5772E-05  0.1606E-04  0.6849E-04  0.1064E-03      -1   0.274E-05   20.00
  71   -70.0000   -1390.741 0.1175   0.5891E-05  0.1622E-04  0.5315E-04  0.1490E-03      -1   0.213E-05   20.00
  72   -71.0000   -1379.443 0.1177   0.6044E-05  0.1642E-04  0.5709E-04  0.1014E-03      -1   0.229E-05   20.00
  73   -72.0000   -1369.811 0.1179   0.6175E-05  0.1659E-04  0.4277E-04  0.5260E-04      -1   0.171E-05   20.00
  74   -73.0000   -1363.536 0.1180   0.6260E-05  0.1671E-04  0.3357E-04  0.6325E-04      -1   0.135E-05   20.00
  75   -74.0000   -1357.088 0.1181   0.6348E-05  0.1682E-04  0.3198E-04  0.5218E-04      -1   0.128E-05   20.00
  76   -75.0000   -1351.451 0.1182   0.6424E-05  0.1692E-04  0.2722E-04  0.4156E-04      -1   0.109E-05   20.00
  77   -76.0000   -1346.606 0.1182   0.6490E-05  0.1701E-04  0.2436E-04  0.3567E-04      -1   0.976E-06   20.00
  78   -77.0000   -1341.941 0.1183   0.6554E-05  0.1709E-04  0.1580E-04  0.4614E-05      -1   0.633E-06   20.00
  79   -78.0000   -1339.769 0.1183   0.6583E-05  0.1713E-04  0.8756E-05  0.2011E-04      -1   0.351E-06   20.00
  80   -79.0000   -1337.282 0.1184   0.6617E-05  0.1718E-04  0.7952E-05  0.1028E-04      -1   0.319E-06   20.00
  81   -80.0000   -1335.364 0.1184   0.6643E-05  0.1721E-04  0.4613E-05  0.6388E-05      -1   0.185E-06   20.00
  82   -81.0000   -1333.893 0.1184   0.6663E-05  0.1724E-04  0.2465E-05  0.6591E-05      -1   0.987E-07   20.00
  83   -82.0000   -1332.624 0.1185   0.6680E-05  0.1726E-04  0.5645E-06  0.6892E-05      -1   0.226E-07   20.00
  84   -83.0000   -1331.723 0.1185   0.6693E-05  0.1728E-04 -0.1220E-05  0.2730E-05      -1  -0.489E-07   20.00
  85   -84.0000   -1330.988 0.1185   0.6703E-05  0.1729E-04 -0.2049E-05  0.2628E-05      -1  -0.821E-07   20.00
  86   -85.0000   -1330.335 0.1185   0.6711E-05  0.1730E-04 -0.3260E-05  0.8473E-06      -1  -0.131E-06   20.00
  87   -86.0000   -1329.960 0.1185   0.6717E-05  0.1731E-04 -0.4358E-05  0.1395E-05      -1  -0.175E-06   20.00
  88   -87.0000   -1329.632 0.1185   0.6721E-05  0.1731E-04 -0.4537E-05  0.1371E-05      -1  -0.182E-06   20.00
  89   -88.0000   -1329.310 0.1185   0.6725E-05  0.1732E-04 -0.5141E-05  0.0000E+00      -1  -0.206E-06   20.00
  90   -89.0000   -1329.161 0.1185   0.6727E-05  0.1732E-04 -0.5658E-05  0.1318E-05      -1  -0.227E-06   20.00
  91   -90.0000   -1328.992 0.1185   0.6730E-05  0.1732E-04 -0.5773E-05  0.5877E-06      -1  -0.231E-06   20.00
